"","ID","Role"
"Foster, Daniel, 1750?","Foster, Daniel, 1750?","Author"
"Foster, Isaac, 1725-1807.","Foster, Isaac, 1725-1807.","Author"
"Hall, Josias Carvil, 1746-1814.","Hall, Josias Carvil, 1746-1814.","Author"
"Norwood, Edward, d. 1815.","Norwood, Edward, d. 1815.","Author"
"Smallwood, William, 1732-1792.","Smallwood, William, 1732-1792.","Author"
"Morris, Robert, 1734-1806.","Morris, Robert, 1734-1806.","Author"
"Murray, John, 1742-1793.","Murray, John, 1742-1793.","Author"
"New Hampshire. Constitutional Convention (1778-1779).","New Hampshire. Constitutional Convention (1778-1779).","Author"
"Freemasons. Grand Lodge of Pennsylvania.","Freemasons. Grand Lodge of Pennsylvania.","Author"
"Tudor, William, 1750-1819.","Tudor, William, 1750-1819.","Author"
"Morris, Gouverneur, 1752-1816.","Morris, Gouverneur, 1752-1816.","Author"
"Webster, Pelatiah, 1726-1795.","Webster, Pelatiah, 1726-1795.","Author"
"Woodward, Samuel, 1727-1782.","Woodward, Samuel, 1727-1782.","Author"
"Fay, Jonas, 1737-1818.","Fay, Jonas, 1737-1818.","Author"
"André, John, 1751-1780.","André, John, 1751-1780.","Author"
"Odell, Jonathan, 1737-1818.","Odell, Jonathan, 1737-1818.","Author"
"Davenport, Barnett, 1760-1780.","Davenport, Barnett, 1760-1780.","Author"
"Dexter, Samuel, 1761-1816.","Dexter, Samuel, 1761-1816.","Author"
"Edwards, Jonathan, 1745-1801.","Edwards, Jonathan, 1745-1801.","Author"
"Humphreys, David, 1752-1818.","Humphreys, David, 1752-1818.","Author"
"Jenyns, Soame, 1704-1787.","Jenyns, Soame, 1704-1787.","Author"
"McNutt, Alexander, 1725?","McNutt, Alexander, 1725?","Author"
"Mason, Jonathan, 1756-1831.","Mason, Jonathan, 1756-1831.","Author"
"Matlack, Timothy, 1736-1829.","Matlack, Timothy, 1736-1829.","Author"
"Morrill, Isaac, 1718-1793.","Morrill, Isaac, 1718-1793.","Author"
"American woman.","American woman.","Author"
"Arnold, Benedict, 1741-1801.","Arnold, Benedict, 1741-1801.","Author"
"Barton, William, 1754-1817.","Barton, William, 1754-1817.","Author"
"Strict Congregational Churches in the State of Connecticut.","Strict Congregational Churches in the State of Connecticut.","Author"
"New Hampshire Brigade.","New Hampshire Brigade.","Author"
"Philadelphia (Pa.). Executive Council.","Philadelphia (Pa.). Executive Council.","Author"
"Hall, David, 1704-1789.","Hall, David, 1704-1789.","Author"
"First Congregational Church (Sutton, Mass.).","First Congregational Church (Sutton, Mass.).","Author"
"Huntington, Joseph, 1735-1794.","Huntington, Joseph, 1735-1794.","Author"
"Rathbun, Valentine, b. 1724.","Rathbun, Valentine, b. 1724.","Author"
"Seward, Anna, 1742-1809.","Seward, Anna, 1742-1809.","Author"
"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.","Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.","Author"
"Virginia. Council of State.","Virginia. Council of State.","Author"
"Virginia. Laws, etc.","Virginia. Laws, etc.","Author"
"Webb, Elizabeth.","Webb, Elizabeth.","Author"
"Boehme, Anton Wilhelm, 1673-1722.","Boehme, Anton Wilhelm, 1673-1722.","Author"
"Wharton, Charles Henry, 1748-1833.","Wharton, Charles Henry, 1748-1833.","Author"
"Bell, John.","Bell, John.","Author"
"Brunton, Richard, d. 1832, engraver.","Brunton, Richard, d. 1832, engraver.","engraver"
"Willard, Joseph, 1741-1828.","Willard, Joseph, 1741-1828.","Author"
"Winchester, Elhanan, 1751-1797.","Winchester, Elhanan, 1751-1797.","Author"
"Clarke, John, 1755-1798, ed.","Clarke, John, 1755-1798, ed.","Editor"
"Deane, Silas, 1737-1789.","Deane, Silas, 1737-1789.","Author"
"Eckley, Joseph, 1750-1811.","Eckley, Joseph, 1750-1811.","Author"
"Edwards, Jonathan, 1745-1801, ed.","Edwards, Jonathan, 1745-1801, ed.","Editor"
"Erskine, John, 1721?","Erskine, John, 1721?","Editor"
"Lafayette, Marie Joseph Paul Yves Roch Gilbert du Motier, Marquis de, 1757-1834, dedicatee.","Lafayette, Marie Joseph Paul Yves Roch Gilbert du Motier, Marquis de, 1757-1834, dedicatee.","dedicatee"
"Hammon, Jupiter, 1711-ca. 1800.","Hammon, Jupiter, 1711-ca. 1800.","Author"
"Mackenzie, Henry, 1745-1831.","Mackenzie, Henry, 1745-1831.","Author"
"Merrick, James, 1720-1769.","Merrick, James, 1720-1769.","Author"
"Rousseau, Jean-Jacques, 1712-1778, dedicatee.","Rousseau, Jean-Jacques, 1712-1778, dedicatee.","dedicatee"
"Mercer, Thomas, b. 1709.","Mercer, Thomas, b. 1709.","Author"
"Minot, George Richards, 1758-1802.","Minot, George Richards, 1758-1802.","Author"
"Moore, John, 1729-1802.","Moore, John, 1729-1802.","Author"
"Black.","Black.","Author"
"Smith, Robert, 1723-1793.","Smith, Robert, 1723-1793.","Author"
"Taylor, Amos, b. 1748.","Taylor, Amos, b. 1748.","Author"
"Thomas, David, 1732-ca. 1815.","Thomas, David, 1732-ca. 1815.","Author"
"Howe, Robert, 1732-1786.","Howe, Robert, 1732-1786.","Author"
"Pelham, M., 1755-1836.","Pelham, M., 1755-1836.","Author"
"Anspach, Elizabeth, Margravine of, 1750-1828, dedicatee.","Anspach, Elizabeth, Margravine of, 1750-1828, dedicatee.","dedicatee"
"Avery, David, 1746-1818.","Avery, David, 1746-1818.","Author"
"Mitchell, Stephen Mix, 1743-1835.","Mitchell, Stephen Mix, 1743-1835.","Author"
"Marsh, John, 1742-1821.","Marsh, John, 1742-1821.","Author"
"Burke, Aedanus, 1743-1802.","Burke, Aedanus, 1743-1802.","Author"
"Annapolis Circulating Library.","Annapolis Circulating Library.","Author"
"Clark, Stephen.","Clark, Stephen.","Author"
"Emmons, Nathanael, 1745-1840.","Emmons, Nathanael, 1745-1840.","Author"
"Fletcher, John, 1729-1785.","Fletcher, John, 1729-1785.","Author"
"Gurney, John, 1715?","Gurney, John, 1715?","Author"
"Brackenridge, H. H. (Hugh Henry), 1748-1816, ed.","Brackenridge, H. H. (Hugh Henry), 1748-1816, ed.","Editor"
"Knight, Dr. (John), d. 1838.","Knight, Dr. (John), d. 1838.","Author"
"Slover, John, fl. 1773-1782.","Slover, John, fl. 1773-1782.","Author"
"First Congregational Church (Norwich, Conn.).","First Congregational Church (Norwich, Conn.).","Author"
"M'Clure, David, 1748-1820.","M'Clure, David, 1748-1820.","Author"
"New Hampshire. Act to incorporate an academy in the town of Exeter.","New Hampshire. Act to incorporate an academy in the town of Exeter.","Author"
"Hamilton, Douglas Hamilton, Duke of, 1756-1799, dedicatee.","Hamilton, Douglas Hamilton, Duke of, 1756-1799, dedicatee.","dedicatee"
"Obscure individual.","Obscure individual.","Author"
"Moylan, Stephen, 1734-1811.","Moylan, Stephen, 1734-1811.","Author"
"Reckitt, William, 1706-1769.","Reckitt, William, 1706-1769.","Author"
"Wagstaffe, Thomas, 1724-1802, ed.","Wagstaffe, Thomas, 1724-1802, ed.","Editor"
"Gough, John, 1721-1791, ed.","Gough, John, 1721-1791, ed.","Editor"
"Gough, James, 1712-1780.","Gough, James, 1712-1780.","Author"
"Richardson, John, 1667-1753.","Richardson, John, 1667-1753.","Author"
"Robin, abbé, 1750-1794.","Robin, abbé, 1750-1794.","Author"
"Freneau, Philip Morin, 1752-1832, tr.","Freneau, Philip Morin, 1752-1832, tr.","translator"
"Aethiopian.","Aethiopian.","Author"
"Spring, Samuel, 1746-1819.","Spring, Samuel, 1746-1819.","Author"
"Tappan, David, 1752-1803.","Tappan, David, 1752-1803.","Author"
"Townsend, Shippie, 1722-1798.","Townsend, Shippie, 1722-1798.","Author"
"Van Campen, Moses, 1757-1849.","Van Campen, Moses, 1757-1849.","Author"
"Warren, John, 1753-1815.","Warren, John, 1753-1815.","Author"
"Welsh, Thomas, 1754-1831.","Welsh, Thomas, 1754-1831.","Author"
"Smith, Melancton, 1744-1798.","Smith, Melancton, 1744-1798.","Author"
"Bidwell, Barnabas, 1763-1833.","Bidwell, Barnabas, 1763-1833.","Author"
"Bingham, William, 1752-1804.","Bingham, William, 1752-1804.","Author"
"Ledyard, Isaac, 1754-1803.","Ledyard, Isaac, 1754-1803.","Author"
"Breck, Robert, 1713-1784.","Breck, Robert, 1713-1784.","Author"
"Carver, Jonathan, 1710-1780.","Carver, Jonathan, 1710-1780.","Author"
"Banks, Joseph, Sir, 1743-1820, dedicatee.","Banks, Joseph, Sir, 1743-1820, dedicatee.","dedicatee"
"Clarkson, Matthew, 1758-1825.","Clarkson, Matthew, 1758-1825.","Author"
"Hazard, Ebenezer, 1744-1817.","Hazard, Ebenezer, 1744-1817.","Author"
"Du Simitière, Pierre Eugène, ca. 1736-1784.","Du Simitière, Pierre Eugène, ca. 1736-1784.","Author"
"Duffield, George, 1732-1790.","Duffield, George, 1732-1790.","Author"
"Elliot, John, Sir, 1736-1786.","Elliot, John, Sir, 1736-1786.","Author"
"Pringle, John, Sir, 1707-1782, dedicatee.","Pringle, John, Sir, 1707-1782, dedicatee.","dedicatee"
"Filson, John, 1753?","Filson, John, 1753?","Author"
"Boone, Daniel, 1734-1820.","Boone, Daniel, 1734-1820.","Author"
"Pursell, Henry D., engraver.","Pursell, Henry D., engraver.","engraver"
"Crawford, Charles, b. 1752.","Crawford, Charles, b. 1752.","Author"
"Walton, William, 1740-1824.","Walton, William, 1740-1824.","Author"
"Hanson, Alexander Contee, 1749-1806.","Hanson, Alexander Contee, 1749-1806.","Author"
"Paca, William, 1740-1799, dedicatee.","Paca, William, 1740-1799, dedicatee.","dedicatee"
"Helton, John, 1731 or 2-1817.","Helton, John, 1731 or 2-1817.","Author"
"Landais, Peter, 1731?","Landais, Peter, 1731?","Author"
"Day, Thomas, 1748-1789.","Day, Thomas, 1748-1789.","Author"
"Barrick, Richard, 1763-1784.","Barrick, Richard, 1763-1784.","Author"
"Sullivan, John, 1766-1784.","Sullivan, John, 1766-1784.","Author"
"White, Alexander, 1762-1784.","White, Alexander, 1762-1784.","Author"
"Lyman, Gershom C. (Gershom Clark), 1753-1813.","Lyman, Gershom C. (Gershom Clark), 1753-1813.","Author"
"Markoe, Peter, 1752?","Markoe, Peter, 1752?","Author"
"Newell, Jonathan, 1749-1830.","Newell, Jonathan, 1749-1830.","Author"
"Ovid Americanus.","Ovid Americanus.","Author"
"Morris, Robert, 1734-1806, dedicatee.","Morris, Robert, 1734-1806, dedicatee.","dedicatee"
"Billings, William, 1746-1800.","Billings, William, 1746-1800.","Author"
"Turgot, Anne-Robert-Jacques, baron de l'Aulne, 1727-1781.","Turgot, Anne-Robert-Jacques, baron de l'Aulne, 1727-1781.","Author"
"Taber, Joseph, 1731-1796?","Taber, Joseph, 1731-1796?","Author"
"Webster, Noah, 1758-1843.","Webster, Noah, 1758-1843.","Author"
"Robbins, Chandler, 1738-1799, ed.","Robbins, Chandler, 1738-1799, ed.","Editor"
"Addington, Stephen, 1729-1796.","Addington, Stephen, 1729-1796.","Author"
"New Hampshire. General Court.","New Hampshire. General Court.","Author"
"Brockway, Thomas, 1745-1807.","Brockway, Thomas, 1745-1807.","Author"
"Jay, James, Sir, 1732-1815.","Jay, James, Sir, 1732-1815.","Author"
"Davis, John, 1761-1847.","Davis, John, 1761-1847.","Author"
"Edes, Peter, 1756-1840, comp.","Edes, Peter, 1756-1840, comp.","Author"
"Allen, James, 1739-1808.","Allen, James, 1739-1808.","Author"
"New England Yearly Meeting of Friends.","New England Yearly Meeting of Friends.","Author"
"Gardiner, John, 1737-1793.","Gardiner, John, 1737-1793.","Author"
"Marshall, Humphry, 1722-1801.","Marshall, Humphry, 1722-1801.","Author"
"Ogden, Uzal, 1744-1822.","Ogden, Uzal, 1744-1822.","Author"
"Rathbun, Daniel.","Rathbun, Daniel.","Author"
"Trusler, John, 1735-1820, ed.","Trusler, John, 1735-1820, ed.","Editor"
"Thomas, Isaiah, 1749-1831.","Thomas, Isaiah, 1749-1831.","Author"
"Virginia. Declaration of rights.","Virginia. Declaration of rights.","Author"
"Virginia. Constitution (1776).","Virginia. Constitution (1776).","Author"
"Wales, Samuel, 1748-1794.","Wales, Samuel, 1748-1794.","Author"
"Fobes, Peres, 1742-1812.","Fobes, Peres, 1742-1812.","Author"
"King, Mary, 1686-1758.","King, Mary, 1686-1758.","Author"
"Clap, William.","Clap, William.","Author"
"Wilkinson, Jemima, 1752-1819.","Wilkinson, Jemima, 1752-1819.","Author"
"Adelos.","Adelos.","Author"
"Austin, Jonathan Loring, 1748-1826.","Austin, Jonathan Loring, 1748-1826.","Author"
"Marshall, Humphrey, 1760-1841.","Marshall, Humphrey, 1760-1841.","Author"
"Channing, Henry, 1760?","Channing, Henry, 1760?","Author"
"Clarkson, Thomas, 1760-1846.","Clarkson, Thomas, 1760-1846.","Author"
"Portmore, Charles Colyear, Earl of, 1700-1785, dedicatee.","Portmore, Charles Colyear, Earl of, 1700-1785, dedicatee.","dedicatee"
"Wilson, Elizabeth, 1759?","Wilson, Elizabeth, 1759?","Author"
"Green, Johnson, 1757-1786.","Green, Johnson, 1757-1786.","Author"
"Prisoner in Worcester gaol.","Prisoner in Worcester gaol.","Author"
"Hitchcock, Enos, 1745-1803.","Hitchcock, Enos, 1745-1803.","Author"
"Jackson, William, 1759-1828.","Jackson, William, 1759-1828.","Author"
"Jay, John, 1745-1829.","Jay, John, 1745-1829.","Author"
"Littlepage, Lewis, 1762-1802.","Littlepage, Lewis, 1762-1802.","Author"
"Magaw, Samuel, 1735-1812.","Magaw, Samuel, 1735-1812.","Author"
"Nisbet, Charles, 1736-1804.","Nisbet, Charles, 1736-1804.","Author"
"Carey, Mathew, 1760-1839, ed.","Carey, Mathew, 1760-1839, ed.","Editor"
"Franklin, Benjamin, 1706-1790, dedicatee.","Franklin, Benjamin, 1706-1790, dedicatee.","dedicatee"
"Peck, Jabez, 1761-1791.","Peck, Jabez, 1761-1791.","Author"
"Waterhouse, Benjamin, 1754-1846.","Waterhouse, Benjamin, 1754-1846.","Author"
"Annan, Robert, 1742-1819.","Annan, Robert, 1742-1819.","Author"
"Second Baptist Church (Middleborough, Mass.).","Second Baptist Church (Middleborough, Mass.).","Author"
"Louis XVI, King of France, 1754-1793, dedicatee.","Louis XVI, King of France, 1754-1793, dedicatee.","dedicatee"
"Brooks, John, 1752-1825.","Brooks, John, 1752-1825.","Author"
"Buckminster, Joseph, 1751-1812.","Buckminster, Joseph, 1751-1812.","Author"
"Campbell, James.","Campbell, James.","Author"
"Rogers, William, 1751-1824.","Rogers, William, 1751-1824.","Author"
"McKean, Thomas, 1734-1817, dedicatee.","McKean, Thomas, 1734-1817, dedicatee.","dedicatee"
"Clifton, Alice.","Clifton, Alice.","Author"
"Coxe, Tench, 1755-1824.","Coxe, Tench, 1755-1824.","Author"
"Daggett, David, 1764-1851.","Daggett, David, 1764-1851.","Author"
"Davidson, Robert, 1750-1812.","Davidson, Robert, 1750-1812.","Author"
"First Congregational Church (Franklin, Mass.).","First Congregational Church (Franklin, Mass.).","Author"
"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.","Genlis, Stéphanie Félicité, comtesse de, 1746-1830.","Author"
"Holcroft, Thomas, 1745-1809, tr.","Holcroft, Thomas, 1745-1809, tr.","translator"
"Glas, John, 1695-1773.","Glas, John, 1695-1773.","Author"
"Glas, Alexander.","Glas, Alexander.","Author"
"Goodrich, Elizur, 1734-1797.","Goodrich, Elizur, 1734-1797.","Author"
"Hollinshead, William, 1748-1817.","Hollinshead, William, 1748-1817.","Author"
"Hutchins, Thomas, 1730-1789, ill.","Hutchins, Thomas, 1730-1789, ill.","Illustrator"
"Kennedy, Patrick. Mr. Patrick Kennedy's journal of an expedition ...","Kennedy, Patrick. Mr. Patrick Kennedy's journal of an expedition ...","Author"
"Old American Company.","Old American Company.","Author"
"Jones, John Paul, 1747-1792.","Jones, John Paul, 1747-1792.","Author"
"Johnson, R. (Richard), 1733 or 4-1793.","Johnson, R. (Richard), 1733 or 4-1793.","Author"
"Kolb, Peter, 1675-1726.","Kolb, Peter, 1675-1726.","Author"
"Wolf.","Wolf.","Author"
"Lathrop, Joseph, 1731-1820.","Lathrop, Joseph, 1731-1820.","Author"
"Livingston, Robert R., 1746-1813.","Livingston, Robert R., 1746-1813.","Author"
"Lewis, Morgan, 1754-1844.","Lewis, Morgan, 1754-1844.","Author"
"M'Donald, Philip.","M'Donald, Philip.","Author"
"M'Leod, Alexander.","M'Leod, Alexander.","Author"
"Pritchard, William.","Pritchard, William.","Author"
"Methodist Episcopal Church.","Methodist Episcopal Church.","Author"
"Moore, Milcah Martha, 1740-1829, comp.","Moore, Milcah Martha, 1740-1829, comp.","Author"
"Moore, John Hamilton, d. 1807, comp.","Moore, John Hamilton, d. 1807, comp.","Author"
"Beaufort, Elizabeth, Duchess of, d. 1828, dedicatee.","Beaufort, Elizabeth, Duchess of, d. 1828, dedicatee.","dedicatee"
"Powel, Elizabeth, dedicatee.","Powel, Elizabeth, dedicatee.","dedicatee"
"Young Ladies' Academy of Philadelphia.","Young Ladies' Academy of Philadelphia.","Author"
"Sherman, Josiah, 1729-1789.","Sherman, Josiah, 1729-1789.","Author"
"Spalding, Joshua, 1760-1825.","Spalding, Joshua, 1760-1825.","Author"
"Squibb, Robert.","Squibb, Robert.","Author"
"Varnum, James M. (James Mitchell), 1748-1789.","Varnum, James M. (James Mitchell), 1748-1789.","Author"
"Trevett, John, 1747-1823.","Trevett, John, 1747-1823.","Author"
"Weeden, John.","Weeden, John.","Author"
"Rhode Island. Superior Court.","Rhode Island. Superior Court.","Author"
"Viets, Roger, 1738-1811.","Viets, Roger, 1738-1811.","Author"
"Wharton, Thomas, dedicatee.","Wharton, Thomas, dedicatee.","dedicatee"
"Bascom, Aaron, 1746-1814.","Bascom, Aaron, 1746-1814.","Author"
"Booth, Abraham, 1734-1806.","Booth, Abraham, 1734-1806.","Author"
"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.","Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.","Author"
"Candidus.","Candidus.","Author"
"Watts, Isaac, 1674-1748, dedicatee.","Watts, Isaac, 1674-1748, dedicatee.","dedicatee"
"Voltaire, 1694-1778.","Voltaire, 1694-1778.","Author"
"Falconer, William, 1732-1769.","Falconer, William, 1732-1769.","Author"
"Lovechild, Nurse.","Lovechild, Nurse.","Author"
"Lovechild, Mrs., 1743-1813.","Lovechild, Mrs., 1743-1813.","Author"
"Gerry, Elbridge, 1744-1814.","Gerry, Elbridge, 1744-1814.","Author"
"Madison, James, 1751-1836.","Madison, James, 1751-1836.","Author"
"Kilner, Mary Ann, 1753-1831.","Kilner, Mary Ann, 1753-1831.","Author"
"Bewick, Thomas, 1753-1828, ill.","Bewick, Thomas, 1753-1828, ill.","Illustrator"
"Marsh, Jonathan, 1714-1794.","Marsh, Jonathan, 1714-1794.","Author"
"Monroe, James, 1758-1831.","Monroe, James, 1758-1831.","Author"
"Breading, Nathaniel, 1751-1821.","Breading, Nathaniel, 1751-1821.","Author"
"Bryan, Samuel, 1759-1821.","Bryan, Samuel, 1759-1821.","Author"
"Osborn, Benjamin, 1751-1818.","Osborn, Benjamin, 1751-1818.","Author"
"Osgood, David, 1747-1822.","Osgood, David, 1747-1822.","Author"
"Parsons, David, 1749-1823.","Parsons, David, 1749-1823.","Author"
"Oswald, Eleazer, 1755-1795.","Oswald, Eleazer, 1755-1795.","Author"
"Pennsylvania. Supreme Court.","Pennsylvania. Supreme Court.","Author"
"Potter, Lyman, 1748-1827.","Potter, Lyman, 1748-1827.","Author"
"Reese, Thomas, 1742-1796.","Reese, Thomas, 1742-1796.","Author"
"Scott, William, 1750-1804, comp.","Scott, William, 1750-1804, comp.","Author"
"Willis, Lydia, 1709-1767.","Willis, Lydia, 1709-1767.","Author"
"Fish, Joseph, 1706-1781, ed.","Fish, Joseph, 1706-1781, ed.","Editor"
"Wilson, James, 1751-1799.","Wilson, James, 1751-1799.","Author"
"Adgate, Andrew, d. 1793.","Adgate, Andrew, d. 1793.","Author"
"Baldwin, Thomas, 1753-1825.","Baldwin, Thomas, 1753-1825.","Author"
"Barnard, Thomas, 1748-1814.","Barnard, Thomas, 1748-1814.","Author"
"Jackson, Joseph, 1734-1796.","Jackson, Joseph, 1734-1796.","Author"
"First Church (Charlestown, Boston, Mass.).","First Church (Charlestown, Boston, Mass.).","Author"
"Brown, William Hill, 1765-1793.","Brown, William Hill, 1765-1793.","Author"
"Bridge, Josiah, 1739-1801.","Bridge, Josiah, 1739-1801.","Author"
"Burke, Mrs.","Burke, Mrs.","Author"
"Dunlap, William, 1766-1839.","Dunlap, William, 1766-1839.","Author"
"Friend to literature.","Friend to literature.","Author"
"Harmon, Martin, 1774-1798.","Harmon, Martin, 1774-1798.","Author"
"Griswold, William Adams, 1775-1846.","Griswold, William Adams, 1775-1846.","Author"
"Stiles, Ezra, 1727-1795, dedicatee.","Stiles, Ezra, 1727-1795, dedicatee.","dedicatee"
"George III, King of Great Britain, 1738-1820, dedicatee.","George III, King of Great Britain, 1738-1820, dedicatee.","dedicatee"
"Hazard, Joseph, 1757-1817.","Hazard, Joseph, 1757-1817.","Author"
"Hervey, James, 1714-1758.","Hervey, James, 1714-1758.","Author"
"Browne, Moses, 1704-1787.","Browne, Moses, 1704-1787.","Author"
"Duick, John.","Duick, John.","Author"
"Gibbons, Thomas, 1720-1785.","Gibbons, Thomas, 1720-1785.","Author"
"Molesworth, Saint George.","Molesworth, Saint George.","Author"
"Whalley, Peter, 1722-1791.","Whalley, Peter, 1722-1791.","Author"
"R. T., dedicatee.","R. T., dedicatee.","dedicatee"
"Orchard, Paul, dedicatee.","Orchard, Paul, dedicatee.","dedicatee"
"Hillhouse, William, 1757-1833.","Hillhouse, William, 1757-1833.","Author"
